rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
REGULATION OF CYTOPLASMIC TRANSPORT%GOBP%GO:1903649	REGULATION OF CYTOPLASMIC TRANSPORT	0.779044316762124	0.905596914234909	1	4478,23317,55823,23011,7430,27236,51652,6714,5595,5594,1601,4771,5604,80128,7260,25930,5605,9727,10079,6653,5962,7874,4133,404636,8724,29934,8766
CD209 (DC-SIGN) SIGNALING%REACTOME%R-HSA-5621575.2	CD209 (DC-SIGN) SIGNALING	0.780168895326077	0.905638558397451	1	5971,4067,5894,3265,9252,5058,5567,5063,2534,2033,4893,5566,5062,4790,5970
BIOCARTA_MYOSIN_PATHWAY%MSigdb_C2%BIOCARTA_MYOSIN_PATHWAY	BIOCARTA_MYOSIN_PATHWAY	0.780725405587647	0.905638558397451	-1	394,2768,4660,5585,23236,10672,9138,5578,2776,6093,5579
REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010591	REGULATION OF LAMELLIPODIUM ASSEMBLY	0.781783398330944	0.905638558397451	1	146206,10152,5879,2039,2241,100506658,55845,10163,832,10787,6624,10097,5290,1969,5756,79647,10096,23191,10109,5295,11344,9353,998
IL8- AND CXCR2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL8- AND CXCR2-MEDIATED SIGNALING EVENTS	IL8- AND CXCR2-MEDIATED SIGNALING EVENTS	0.782287810816426	0.905638558397451	1	409,4067,5868,5518,7879,7408,5170,23236,9844,408,207,5578,54331,1759,2782,2771,5579,5515,5331,8766
DETECTION OF ABIOTIC STIMULUS%GOBP%GO:0009582	DETECTION OF ABIOTIC STIMULUS	0.782370100172794	0.905638558397451	-1	5311,83862,8195,346007,2047,2767,11190,1499,6863,9094,1301,25861,23596,2898,8914,1040,5747,2776,10893,1258,9600,1000,3728,9780
PYRIMIDINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009147	PYRIMIDINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS	0.783205277248838	0.905638558397451	-1	50808,83549,79077,1854,7371,1841,1503,9583,56474,57089,790
Cell differentiation - expanded index%WikiPathways_20230910%WP2023%Homo sapiens	Cell differentiation - expanded index	0.783458371549957	0.905638558397451	1	3398,4208,4205,9314,30012,6657,2146,6722,4209,10014,6774
C4-DICARBOXYLATE TRANSPORT%GOBP%GO:0015740	C4-DICARBOXYLATE TRANSPORT	0.783666337833723	0.905638558397451	1	6507,6505,55144,8402,7351,6506,6566,6510,8604,10165,79751,6511
CAMKK2 pathway%WikiPathways_20230910%WP4874%Homo sapiens	CAMKK2 pathway	0.783899531483406	0.905638558397451	1	8243,5879,5894,7466,10059,51024,814,84557,9759,3383,5595,5594,8874,10645,3162,2033,801,28964,23411,1385,4780,8878,7248,6786,4094,8536,5970,57521
Metabolism of sphingolipids in ER and Golgi apparatus%WikiPathways_20230910%WP4142%Homo sapiens	Metabolism of sphingolipids in ER and Golgi apparatus	0.784867183547933	0.905638558397451	1	8877,130367,166929,256435,259230,7357,57452,2531,8706,8704,8879,2583,56848,81537,8708,2683,2589,8707,64781
Glycolysis in senescence%WikiPathways_20230910%WP5049%Homo sapiens	Glycolysis in senescence	0.785820764555242	0.905638558397451	-1	3939,5925,230,5315,5230,7157,2597,3098,2023,2539,5562
MATURATION OF NUCLEOPROTEIN%REACTOME DATABASE ID RELEASE 38%9694631	MATURATION OF NUCLEOPROTEIN	0.786169639110281	0.905638558397451	-1	2931,143,6733,2932,7341,3276,83666,56965,79668,54625,1452,54956,6732
SPLICEOSOMAL TRI-SNRNP COMPLEX ASSEMBLY%GOBP%GO:0000244	SPLICEOSOMAL TRI-SNRNP COMPLEX ASSEMBLY	0.786309478236977	0.905638558397451	1	24148,9733,10421,10078,7375,11218,10772,9129,10594,57819,135295,25980,26121
BIOCARTA_PS1_PATHWAY%MSigdb_C2%BIOCARTA_PS1_PATHWAY	BIOCARTA_PS1_PATHWAY	0.786691332558745	0.905638558397451	-1	324,1855,8321,4851,2932,6868,1499,3516,8945,28514,5663,8312
REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111	REGULATION OF GLUCONEOGENESIS	0.787373535309656	0.905638558397451	-1	140710,2308,57001,51547,1609,1642,283871,2033,23411,8473,5164,2648,1407,7874,51548,5771,1196,10776,150094
ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	ETOPOSIDE ACTION PATHWAY	0.787426816627619	0.905638558397451	1	5743,9601,7155,10525,10961,10130,51726,3309,23753,5479
ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577	ETOPOSIDE METABOLISM PATHWAY	0.787426816627619	0.905638558397451	1	5743,9601,7155,10525,10961,10130,51726,3309,23753,5479
NUCLEOLUS ORGANIZATION%GOBP%GO:0007000	NUCLEOLUS ORGANIZATION	0.787741934163989	0.905638558397451	1	8467,11176,6223,57673,22933,1663,23411,23378,57602,64431
NUCLEAR BODY ORGANIZATION%GOBP%GO:0030575	NUCLEAR BODY ORGANIZATION	0.789905899902043	0.907571980229331	1	28996,6733,2334,5371,10208,8882,8444,55135,26135,2113,22927
BIOCARTA_PAR1_PATHWAY%MSigdb_C2%BIOCARTA_PAR1_PATHWAY	BIOCARTA_PAR1_PATHWAY	0.790588601565852	0.907802164824242	1	2185,2768,4660,23236,107,6885,10672,5290,387,9138,5578,2149,5295,2776,6093,5579
THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS%REACTOME DATABASE ID RELEASE 38%164952	THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS	0.791329189596419	0.908098496841744	-1	55690,5879,163,161,375,160,567,8907,8905,1173,9844,2534,164,5062,1175,10053,51606,3105,1174,162
MIRNA METABOLIC PROCESS%GOBP%GO:0010586	MIRNA METABOLIC PROCESS	0.791889011353153	0.90818715378832	1	6923,79727,23053,79670,5073,1655,64282,10521,389421,8570,57510,23318,129563,6921,27044,144233,23405
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900181	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS	0.792713309131196	0.908209101682229	1	9113,1495,64771,11261,2932,7341,201163,51684,9258,51715,7534,51548,4140,25942,25885,51569,26524,56957
REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0006940	REGULATION OF SMOOTH MUSCLE CONTRACTION	0.792873301840543	0.908209101682229	1	1136,490,8877,9312,84193,1613,857,80005,2017,6722,340481,2149,9732,10874,1264
BIOCARTA_EIF2_PATHWAY%MSigdb_C2%BIOCARTA_EIF2_PATHWAY	BIOCARTA_EIF2_PATHWAY	0.794211684077311	0.909188801358577	-1	8894,8893,27102,2932,9451,5610,440275,1968,1983,1965
POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I%GOBP%GO:0045943	POSITIVE REGULATION OF TRANSCRIPTION BY RNA POLYMERASE I	0.795132873332785	0.9094570218966	-1	8467,9031,2064,6597,23133,51547,646,64768,84128,10498,7343,11137,10514,9451,9188,6598,1663,56919,25926,2074,23160,55011,55646,7913,23451,84135,468,4691,55127,4141,64431
REV-MEDIATED NUCLEAR EXPORT OF HIV RNA%REACTOME DATABASE ID RELEASE 38%165054	REV-MEDIATED NUCLEAR EXPORT OF HIV RNA	0.796448118570432	0.9094570218966	-1	57122,55746,6396,7175,5903,9883,9631,348995,5901,5902,23165,9972,8480,5905,79023,23225,1104,7514,9688,79902,23636,11097,4927,10762,23511,8086,23279,8021,129401,53371,55706
REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:2000785	REGULATION OF AUTOPHAGOSOME ASSEMBLY	0.796839133292829	0.9094570218966	1	200576,140775,5305,9637,203228,5868,79142,22930,26471,5899,23256,25782,8723,8396,55062,11152,57535,81876,65018,9554,1947,29978,112574,9638,55254,90410,64112,8100,51100,23232,79837,23130,57533,401548,2048
NUCLEOSOME ORGANIZATION%GOBP%GO:0034728	NUCLEOSOME ORGANIZATION	0.798320372112405	0.9094570218966	-1	4869,8467,8349,8208,6597,25842,196528,3148,83743,23522,4673,6605,6749,144108,9733,8520,29072,29855,6662,8888,10036,8347,6598,5928,4676,6603,23234,6601,3159,4674,1106,6830,4675,4678,1616,6602,51773,10541,8341,6599,1105,132660,7290,92815,3014,8289,3021,23523,11198,9555,54107,11177,6604,6418
MRNA METHYLATION%GOBP%GO:0080009	MRNA METHYLATION	0.798513295785887	0.9094570218966	-1	56339,64863,57721,55006,115708,23070,25962,23091,51605,63935,54888,79828,79066,9589,54931,55783
SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002208	SOMATIC DIVERSIFICATION OF IMMUNOGLOBULINS INVOLVED IN IMMUNE RESPONSE	0.799146526605041	0.9094570218966	1	51010,3329,4436,2956,118460,54537,3981,10459,84542,9025,165918
IMMUNOGLOBULIN PRODUCTION INVOLVED IN IMMUNOGLOBULIN-MEDIATED IMMUNE RESPONSE%GOBP%GO:0002381	IMMUNOGLOBULIN PRODUCTION INVOLVED IN IMMUNOGLOBULIN-MEDIATED IMMUNE RESPONSE	0.799146526605041	0.9094570218966	1	51010,3329,4436,2956,118460,54537,3981,10459,84542,9025,165918
REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY%GOBP%GO:1900225	REGULATION OF NLRP3 INFLAMMASOME COMPLEX ASSEMBLY	0.799596848494216	0.9094570218966	1	22900,84885,3312,80772,5610,25827,1654,4615,56919,79184,140609,1452,57506,5336,5599,57787,5515
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0070059	INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO ENDOPLASMIC RETICULUM STRESS	0.799630289070878	0.9094570218966	-1	54431,23645,3708,79094,153090,9024,581,578,2081,30001,7186,57761,27113,54870,8795,58515,1649,468,1051,7917
NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:1900102	NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	0.800277921962797	0.9094570218966	1	4189,7466,23645,23376,10347,8440,5770,10399,3309,65992,51283,1388,84919,4690
INTRACELLULAR CHOLESTEROL TRANSPORT%GOBP%GO:0032367	INTRACELLULAR CHOLESTEROL TRANSPORT	0.800553385948088	0.9094570218966	-1	9885,5305,57614,55207,9619,27183,134429,9066,4040,3949,84947,6342,19,5007
REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032890	REGULATION OF ORGANIC ACID TRANSPORT	0.801458308158105	0.9094570218966	1	6850,7057,51024,22930,2180,3688,81539,23204,54407,207,208,6558,10550,2170,8864,2058,124935,8660
RECYCLING PATHWAY OF L1%REACTOME DATABASE ID RELEASE 38%437239	RECYCLING PATHWAY OF L1	0.801519051698354	0.9094570218966	1	6456,4478,57698,163,161,9252,160,8986,7430,5594,1173,6197,1808,6195,5962,27330,6196,1785,1759,1175,1213,3897,8650,26052,1211
CELLULAR SENESCENCE%GOBP%GO:0090398	CELLULAR SENESCENCE	0.801717644315326	0.9094570218966	-1	25989,472,4869,10524,6926,3398,5600,3265,1432,7994,6416,4976,79677,4000,5602,5601,7157,3159,5371,5604,5606,1027,23411,5609,811,5608,286053,8091,7486,5580,7014,6722,1017,8550,23137,1026,5599,1030
Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells%WikiPathways_20230910%WP4301%Homo sapiens	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells	0.801833508237072	0.9094570218966	1	5894,10015,5868,3265,6237,5869,3187,5595,5594,22800,369,4893,9146,673,5878,3845,22808
POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY%GOBP%GO:2000786	POSITIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY	0.802177819526225	0.9094570218966	1	5305,22930,5899,25782,8723,8396,55062,11152,57535,112574,64112,51100,79837,23130,401548
Relationship between inflammation, COX-2 and EGFR%WikiPathways_20230910%WP4483%Homo sapiens	Relationship between inflammation, COX-2 and EGFR	0.802899270784367	0.909726928125333	-1	5743,3265,5293,6714,5595,5594,4893,1956,5290,673,207,208,1588,10000,80142,5291,3845
TRANSCRIPTION ELONGATION BY RNA POLYMERASE II%GOBP%GO:0006368	TRANSCRIPTION ELONGATION BY RNA POLYMERASE II	0.806092799496749	0.912653556406349	-1	5438,55795,55677,9646,9733,54623,84337,29072,80349,84656,2963,79577,2962,6830,6829,85403,123169,6827,55193,11047,1025,9958,26610,11198,9150,23168,2071
NEGATIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046823	NEGATIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT	0.806452106431328	0.912653556406349	-1	11261,7341,7175,9972,5905,51684,6672,51715,51548,11315,51569
PID_TOLL_ENDOGENOUS_PATHWAY%MSigdb_C2%PID_TOLL_ENDOGENOUS_PATHWAY	PID_TOLL_ENDOGENOUS_PATHWAY	0.809065587473557	0.913688851745238	-1	3654,6280,1462,3329,148022,1147,4615,387,3146,8517,3551
ENDOGENOUS TLR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOGENOUS TLR SIGNALING	ENDOGENOUS TLR SIGNALING	0.809065587473557	0.913688851745238	-1	3654,6280,1462,3329,148022,1147,4615,387,3146,8517,3551
RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM%GOBP%GO:0006890	RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM	0.809066818594244	0.913688851745238	1	55204,60561,91949,381,51290,83548,374868,23299,57410,53407,57222,23256,9183,64083,9554,7405,26958,22818,3064,8729,5870,10972,10079,662,23760,372,9463,10960,10945,377,11014,51594,9276,10749,378,6892,25839,1314,51560,11070,11079
D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE DEGRADATION%BIOCYC%PWY-6363	D-<I>MYO< I>-INOSITOL (1,4,5)-TRISPHOSPHATE DEGRADATION	0.809308881965628	0.913688851745238	1	8871,22876,27124,8867,3633,3628,3636,4952,51763,3632,54928
CELLULAR COMPONENT DISASSEMBLY INVOLVED IN EXECUTION PHASE OF APOPTOSIS%GOBP%GO:0006921	CELLULAR COMPONENT DISASSEMBLY INVOLVED IN EXECUTION PHASE OF APOPTOSIS	0.810243197810662	0.913738367598722	1	27443,9941,2021,80279,10904,1777,22985,162989,666,11132,23405
SYNCYTIUM FORMATION%GOBP%GO:0006949	SYNCYTIUM FORMATION	0.810323770203117	0.913738367598722	1	1793,577,8912,8038,3756,975,928,58494,3688,6988,80005,1588,9644,5738
CTLA4 INHIBITORY SIGNALING%REACTOME DATABASE ID RELEASE 38%389513	CTLA4 INHIBITORY SIGNALING	0.811726077129734	0.914771543208479	-1	7525,4067,5525,5519,5518,5527,2534,5528,5516,207,208,10000,5781,5529,5526,5515
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE C-END DEGRON RULE PATHWAY%GOBP%GO:0140627	UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS VIA THE C-END DEGRON RULE PATHWAY	0.813107395904401	0.915779843861211	1	9978,10116,23008,8453,8451,56929,116138,26133,23588,25853,55527
TRANSCRIPTIONAL REGULATION BY NPAS4%REACTOME DATABASE ID RELEASE 38%9634815	TRANSCRIPTIONAL REGULATION BY NPAS4	0.816303399040389	0.918489423747793	-1	8851,146713,23112,405,5979,627,1020,5595,5594,57690,192669,2908,10769,9915,192670,7514,27327,5978,6722,4193,440073,2353,4343,10135,26523
REGULATION OF AUTOPHAGOSOME MATURATION%GOBP%GO:1901096	REGULATION OF AUTOPHAGOSOME MATURATION	0.816489269888447	0.918489423747793	-1	140775,10043,79142,9140,56893,23274,7405,79443,25851,1201,55254,9711,10241,9474
REGULATION OF NEUTROPHIL CHEMOTAXIS%GOBP%GO:0090022	REGULATION OF NEUTROPHIL CHEMOTAXIS	0.817848311952632	0.91946865178904	-1	9750,5879,57118,10059,158747,708,83700,1803,972,7060,4192,9353,4354,90550
REGULATION OF MYELINATION%GOBP%GO:0031641	REGULATION OF MYELINATION	0.820208790492335	0.921571906690492	1	27242,55695,26011,26022,84504,9451,5803,22933,58494,5764,11076,8882,9921,4898,23405,56288
ATF6 (ATF6-ALPHA) ACTIVATES CHAPERONES%REACTOME%R-HSA-381033.3	ATF6 (ATF6-ALPHA) ACTIVATES CHAPERONES	0.823470146203887	0.924684257252813	1	7184,4802,4801,51360,811,22926,3309,1649,468,4800,8720
MRNA POLYADENYLATION%GOBP%GO:0006378	MRNA POLYADENYLATION	0.825647886615564	0.924980009548473	1	10768,10978,8189,10914,64282,54623,351,22828,79577,2926,29894,167153,64852,123169,26986,53981,51692,64895,51585,29101,55339
PID_IL2_1PATHWAY%MSigdb_C2%PID_IL2_1PATHWAY	PID_IL2_1PATHWAY	0.826085254645763	0.924980009548473	-1	2185,5894,5600,6850,6772,3265,1432,6654,5581,5921,4609,5595,5594,6777,5601,9021,2534,8027,8835,5604,4893,10254,5528,5605,2885,3716,5290,387,1017,5295,6464,2353,3725,3845,9261,9846,5781,3667,5579,5599,6774,8660
RalA downstream regulated genes%WikiPathways_20230910%WP2290%Homo sapiens	RalA downstream regulated genes	0.82620507853858	0.924980009548473	1	5879,3265,10928,149371,4893,55770,5881,3845,5898,8531,998
NEGATIVE REGULATION OF GLIOGENESIS%GOBP%GO:0014014	NEGATIVE REGULATION OF GLIOGENESIS	0.826238052192547	0.924980009548473	1	26022,4763,4851,6664,22933,29956,3949,9921,6497,3280,23405
PHOSPHATIDYLINOSITOL PHOSPHATE METABOLISM%SMPDB%SMP0000463	PHOSPHATIDYLINOSITOL PHOSPHATE METABOLISM	0.826682452742046	0.924980009548473	-1	200576,5305,5297,2064,5289,5728,5286,8821,5293,8867,23236,9896,3635,8394,10423,55697,1956,8678,5295,30849,56623,55626
JOUBERT SYNDROME%SMPDB%SMP0000582	JOUBERT SYNDROME	0.826682452742046	0.924980009548473	-1	200576,5305,5297,2064,5289,5728,5286,8821,5293,8867,23236,9896,3635,8394,10423,55697,1956,8678,5295,30849,56623,55626
HEME BIOSYNTHESIS%PANTHER PATHWAY%P02746	HEME BIOSYNTHESIS	0.827840960787034	0.925037746660983	1	5859,55316,7389,3145,5498,210,1371,2058,2235,124454,1352
PHOSPHOLIPID DEPHOSPHORYLATION%GOBP%GO:0046839	PHOSPHOLIPID DEPHOSPHORYLATION	0.827997917679277	0.925037746660983	-1	8871,22908,22876,79948,130367,5728,403313,27124,8867,9890,9896,3633,4952,51763,90809,54886,81537,8611,56623,64748,163404,2053,55529
REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0010640	REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	0.828208609523781	0.925037746660983	1	868,6622,3092,5782,4035,9026,9146,90410,65009,9368,5771,9678,5795
INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:0072332	INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR	0.829315948482257	0.925725157202614	-1	28996,54541,57646,839,1655,10514,79073,133746,7157,23612,2272,5371,2033,8445,23411,3428,5457,29965,5458,6794,51065,23378,5164,666,204851,64782,22938,23368,3094,7917,7159,5366
JNK (C-JUN KINASES) PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1%REACTOME%R-HSA-450321.3	JNK (C-JUN KINASES) PHOSPHORYLATION AND ACTIVATION MEDIATED BY ACTIVATED HUMAN TAK1	0.831845067839401	0.927233135768023	1	3654,7335,6416,5602,5601,23118,5609,6885,7189,8517,8767,5599,7334,10454
TORC1 SIGNALING%GOBP%GO:0038202	TORC1 SIGNALING	0.832142137817731	0.927233135768023	-1	389541,8649,23367,10542,64223,55004,8131,84433,28956,57521
NEF-MEDIATES DOWN MODULATION OF CELL SURFACE RECEPTORS BY RECRUITING THEM TO CLATHRIN ADAPTERS%REACTOME DATABASE ID RELEASE 38%164938	NEF-MEDIATES DOWN MODULATION OF CELL SURFACE RECEPTORS BY RECRUITING THEM TO CLATHRIN ADAPTERS	0.832645745762049	0.927233135768023	-1	55690,163,161,375,160,567,8907,8905,1173,164,1175,10053,51606,3105,1174,162
TRNA SPLICING, VIA ENDONUCLEOLYTIC CLEAVAGE AND LIGATION%GOBP%GO:0006388	TRNA SPLICING, VIA ENDONUCLEOLYTIC CLEAVAGE AND LIGATION	0.833034234046833	0.927233135768023	1	10978,83707,51493,339487,25940,283742,1653,51637,80746,79074,79042
NEGATIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:1904706	NEGATIVE REGULATION OF VASCULAR ASSOCIATED SMOOTH MUSCLE CELL PROLIFERATION	0.83313030424215	0.927233135768023	-1	5728,4208,27250,1027,7043,5592,7168,1264,1026,25817
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE%GOBP%GO:0030968	ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	0.834689231327093	0.928419109549403	-1	1491,7494,90993,387923,54431,7466,79139,9451,9709,79871,79956,5770,2081,51360,26608,80279,56965,9217,64224,79668,22926,267,3309,4780,54956,54870,27230,1965,84899,1649,1388,51009,468,8720,10488,58487,55432,57414
REGULATION OF NF-KAPPA B SIGNALING%REACTOME%R-HSA-9758274.2	REGULATION OF NF-KAPPA B SIGNALING	0.838835175631245	0.93247950415712	-1	841,7157,1147,9683,7316,7186,7314,7311,7189,121457,6233,8517,3551,9684,9097
REGULATION OF PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0090313	REGULATION OF PROTEIN TARGETING TO MEMBRANE	0.839461929823677	0.932625355329493	1	2039,56947,2064,3265,51024,125170,11261,288,2664,9270,2534,3689,4641,9747,10519,51763,208,3745,54471,9847
NEURON CELLULAR HOMEOSTASIS%GOBP%GO:0070050	NEURON CELLULAR HOMEOSTASIS	0.840194733197509	0.932888783408679	1	793,81628,25978,7301,3300,84286,6543,1639,4753,4130,5562,57551
GASTRIN-CREB SIGNALLING PATHWAY VIA PKC AND MAPK%REACTOME DATABASE ID RELEASE 38%881907	GASTRIN-CREB SIGNALLING PATHWAY VIA PKC AND MAPK	0.841245948300913	0.933191103007896	-1	3265,6654,5598,5595,5594,6197,4893,1839,1956,6195,1385,6196,5578,887
RRNA TRANSCRIPTION%GOBP%GO:0009303	RRNA TRANSCRIPTION	0.841981070518465	0.933191103007896	-1	51547,112495,6949,9329,84365,64425,9328,10849,9014,2976,9330,2972,2975,2971,4141,10927,284119
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION%GOBP%GO:1903556	NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION	0.842450416583642	0.933191103007896	-1	4795,64115,2621,64771,2000,384,58509,8087,23208,5987,5777,5914,7128,140885,2950,23405
NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032720	NEGATIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION	0.842450416583642	0.933191103007896	-1	4795,64115,2621,64771,2000,384,58509,8087,23208,5987,5777,5914,7128,140885,2950,23405
NUCLEAR IMPORT OF REV PROTEIN%REACTOME DATABASE ID RELEASE 38%180746	NUCLEAR IMPORT OF REV PROTEIN	0.845725421725779	0.936267790404657	-1	4869,57122,55746,6396,7175,5903,9883,9631,348995,5901,23165,9972,8480,79023,23225,1104,9688,79902,23636,11097,4927,3837,10762,23511,8086,23279,8021,129401,53371,55706
MATURATION OF 5.8S RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)%GOBP%GO:0000466	MATURATION OF 5.8S RRNA FROM TRICISTRONIC RRNA TRANSCRIPT (SSU-RRNA, 5.8S RRNA, LSU-RRNA)	0.84723049586981	0.937382594489701	1	27340,51010,9875,8602,117246,11340,55759,79707,29777,23481,90459,5394,65095,161424,6227,79033,23016,5393,23404,23212,10799
NEGATIVE REGULATION OF RECEPTOR INTERNALIZATION%GOBP%GO:0002091	NEGATIVE REGULATION OF RECEPTOR INTERNALIZATION	0.849086476605601	0.938749740441493	1	1742,79890,124930,88455,29978,54550,6311,84058,4043,338692,302
PID_IL8_CXCR1_PATHWAY%MSigdb_C2%PID_IL8_CXCR1_PATHWAY	PID_IL8_CXCR1_PATHWAY	0.849576194404525	0.938749740441493	1	409,4067,5868,5581,5170,23236,408,207,5578,54331,1759,2782,156,5337,2771,867,5579,5331
INTRACILIARY RETROGRADE TRANSPORT%GOBP%GO:0035721	INTRACILIARY RETROGRADE TRANSPORT	0.849962570516634	0.938749740441493	-1	22858,112752,57728,9742,8655,79659,57539,55112,55764,89891,51626
Sphingolipid metabolism: integrated pathway%WikiPathways_20230910%WP4726%Homo sapiens	Sphingolipid metabolism: integrated pathway	0.851445476500332	0.938960131293595	1	9517,10558,8877,130367,166929,91012,259230,7357,2531,29956,79603,6609,8879,56848,253782,81537,427,8611,8560,64781
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR%GOBP%GO:1902253	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR	0.851524325796514	0.938960131293595	1	4282,6880,83787,6201,972,754,4609,1984,51499,960,51616,25946,23028,23411,7314,4193,6154,3622
BIOCARTA_CDMAC_PATHWAY%MSigdb_C2%BIOCARTA_CDMAC_PATHWAY	BIOCARTA_CDMAC_PATHWAY	0.852088467226625	0.938960131293595	-1	5894,3265,4609,23236,5595,5594,4792,5604,5578,2353,3725,5579,4790,5970
RHO GTPASES ACTIVATE ROCKS%REACTOME DATABASE ID RELEASE 38%5627117	RHO GTPASES ACTIVATE ROCKS	0.852148727018842	0.938960131293595	-1	10627,4627,4637,3984,4660,3985,5058,389,1072,4659,4628,9475,387,5500,388,6093,10398,79784
NEGATIVE REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION%GOBP%GO:0150118	NEGATIVE REGULATION OF CELL-SUBSTRATE JUNCTION ORGANIZATION	0.854080173603514	0.939987653053691	1	10395,2039,5728,7057,23122,6714,9270,55920,90102,56940,23603
NEGATIVE REGULATION OF FOCAL ADHESION ASSEMBLY%GOBP%GO:0051895	NEGATIVE REGULATION OF FOCAL ADHESION ASSEMBLY	0.854080173603514	0.939987653053691	1	10395,2039,5728,7057,23122,6714,9270,55920,90102,56940,23603
